alias,BirAHeh2Ssh1_+CHX_7minBiotin_input,BirAHeh2Ssh1_+CHX_7minBiotin_pulldown,BirAHeh2Ssh1_+CHX_7minBiotin_replicate_input,BirAHeh2Ssh1_+CHX_7minBiotin_replicate_pulldown,BirA_+CHX_2minBiotin_input,BirA_+CHX_2minBiotin_pulldown,BirAmVenusSsh1_+CHX_2minBiotin_input,BirAmVenusSsh1_+CHX_2minBiotin_pulldown,BirAmVenusUbc6_+CHX_2minBiotin_input,BirAmVenusUbc6_+CHX_2minBiotin_pulldown,BirAmVenusUbc6_+CHX_7minBiotin_input,BirAmVenusUbc6_+CHX_7minBiotin_pulldown,BirAmVenusUbc6_sec66delta__+CHX_2minBiotin_input,BirAmVenusUbc6_sec66delta__+CHX_2minBiotin_pulldown,sec63mVenusBirA_+CHX_7minBiotin_input,sec63mVenusBirA_+CHX_7minBiotin_pulldown,sec63mVenusBirA_+CHX_7minBiotin_replicate_input,sec63mVenusBirA_+CHX_7minBiotin_replicate_pulldown,sec63mVenusBirA_-CHX_1minBiotin_input,sec63mVenusBirA_-CHX_1minBiotin_pulldown,sec63mVenusBirA_-CHX_3minBiotin_input,sec63mVenusBirA_-CHX_3minBiotin_pulldown,sec63mVenusBirA_-CHX_5minBiotin_input,sec63mVenusBirA_-CHX_5minBiotin_pulldown,sec63mVenusBirA_-CHX_7minBiotin_input,sec63mVenusBirA_-CHX_7minBiotin_pulldown,sec63mVenusBirA_sec65-1_25C_+CHX_2minBiotin_input,sec63mVenusBirA_sec65-1_25C_+CHX_2minBiotin_pulldown,sec63mVenusBirA_sec65-1_30min37C_+CHX_2minBiotin_input,sec63mVenusBirA_sec65-1_30min37C_+CHX_2minBiotin_pulldown,systematic_name,description,short_description
TPP1,11.8086235974,3.74834084178,15.3307276487,6.69627443108,10.0247824238,10.2836530139,11.3031071849,8.22590760079,7.84662135787,3.92536911392,10.710493048,5.97138960244,12.7143301288,6.8280436178,10.8155681471,8.73464260528,9.64749298372,10.0487928127,9.81581029659,9.53931990737,8.39577636029,8.49110038033,9.48423964635,9.8734628911,10.8878286445,8.93523286439,9.67802970595,6.78881012046,18.7686883093,12.930371509,YMR156C,"DNA 3'-phosphatase; functions in repair of endogenous damage of double-stranded DNA, activity is specific for removal of 3' phosphates at strand breaks; similar to the l-2-haloacid dehalogenase superfamily; homolog of human polynucleotide kinase/3&#8242;-phosphatase",DNA 3'-phosphatase; functions in repair ...
MLH1,9.28790579414,2.79804920063,13.9908835782,4.7764748415,7.06360595381,7.45499647056,9.44066167307,5.80911855552,8.33247513172,3.51025133202,9.72676640206,3.81757592504,10.4247114489,5.253430264,10.0569075305,4.54127580795,10.0842153373,4.82285309381,8.45800197697,5.84469358499,7.63868442826,5.21742667912,7.1218836238,6.71028247206,8.18993034201,6.78608666998,7.54790560053,3.51532638529,13.7670164666,6.82179431892,YMR167W,Protein required for mismatch repair in mitosis and meiosis; also required for crossing over during meiosis; forms a complex with Pms1p and Msh2p-Msh3p during mismatch repair; human homolog is associated with hereditary non-polyposis colon cancer,Protein required for mismatch repair in ...
YMR178W,66.258171347,20.2015762912,82.7182889113,33.4397803887,51.5953978112,53.2417750654,65.0606701764,43.1915341658,62.1235532879,27.5122307298,61.6648321638,25.8396656399,79.9968930139,37.1001305866,67.7588321323,41.1108703541,63.3534685216,36.3428230041,62.7314761856,44.589841921,62.9652386997,55.2784867269,61.9353021912,51.9987827033,58.1986382971,54.9427508256,66.1830992236,36.895205194,69.981405469,39.1048894199,YMR178W,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; YMR178W is not an essential gene; protein abundance increases in response to DNA replication stress,Protein of unknown function; green fluor...
GCV2,53.6636546169,17.9720813254,78.5259245931,26.9772442838,31.0439907402,27.4293889307,30.2480131737,22.7442185587,24.8570611104,12.2524068317,29.9315425634,10.9917947752,47.2064744358,27.3661622989,50.5483509205,21.4604886407,29.3868883286,11.1682223454,49.6558877386,24.5261228273,36.1362341146,23.9651664344,37.9163768725,27.0134787907,41.4039822348,32.7936298153,51.4290403594,23.9055397476,267.28584668,123.01767604,YMR189W,"P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm",P subunit of the mitochondrial glycine d...
ROT1,107.952944894,338.568781245,142.475366291,401.939960949,95.9188634502,90.2625548102,92.8952414776,217.418022804,80.812100666,443.175520714,100.885149938,531.2920395,125.534155771,320.491131085,90.1492747347,299.347093339,103.609007919,372.02407434,81.0417475758,239.673413528,80.7941117984,141.01126017,77.8063310672,111.51130363,74.6368758374,95.6612167832,96.9916465406,437.22395787,187.333464776,675.661426738,YMR200W,"Molecular chaperone involved in protein folding in ER; mutation causes defects in cell wall synthesis and lysis of autophagic bodies, suppresses tor2 mutations, and is synthetically lethal with kar2-1 and with rot2 mutations; involved in N-linked glycosylation and O-mannosylation; transmembrane helix Ser250 is essential for Rot1p to interact with other membrane components and exert its functional role, avoiding exposure of Ser H-bonding group at lipid-exposed surface",Molecular chaperone involved in protein ...
EFR3,29.2338268979,9.40762846684,32.8143058755,14.3972032328,29.7579765905,24.0088175732,34.4453523011,24.3361877348,29.9412705244,20.8192748894,32.2796637175,20.6182230537,33.2894404635,23.1645025965,32.7474850156,28.1557105273,34.5735741606,30.0960810556,25.5399552067,16.7569218453,29.605052096,23.0274210699,30.5238059281,22.8315628457,31.3331446438,24.3514218839,29.3056982793,18.9740556322,23.954827081,16.6285750153,YMR212C,Protein required for Stt4-containing PI kinase complex localization; required for Stt4-containing phosphoinositide (PI) kinase patch assembly at the plasma membrane; exhibits synthetic lethal genetic interactions with PHO85; has sequence similarity to the Drosophila rolling blackout (RBO) gene,Protein required for Stt4-containing PI ...
MRE11,8.53784706819,3.07541599655,11.7616461689,5.06809469277,6.61418536429,7.42806367985,8.27295076346,7.12786460155,7.64391406535,4.68993926522,8.07901681918,3.80813287674,10.2581415193,6.53996395678,8.29536021065,4.44965764023,8.97404735522,5.01820092597,6.96802194947,4.01305154005,6.13194297489,5.61360017104,6.44914258639,5.58368431429,7.29336510479,6.66783342487,7.71369774667,3.81377353144,11.2489649078,7.34326218889,YMR224C,Nuclease subunit of the MRX complex with Rad50p and Xrs2p; complex functions in repair of DNA double-strand breaks and in telomere stability; Mre11p associates with Ser/Thr-rich ORFs in premeiotic phase; nuclease activity required for MRX function; widely conserved; forms nuclear foci upon DNA replication stress,Nuclease subunit of the MRX complex with...
RNA1,158.730961773,42.6610502809,139.313623728,58.7418316859,163.458418796,150.590006057,171.5486537,122.128161409,178.017308707,76.7090705442,158.156866749,63.245222918,158.979694875,89.8085173366,169.397080331,101.664568487,161.099978396,89.4612759284,160.142495499,124.397131021,176.477939635,157.506448885,169.022675959,154.465620154,171.058865569,161.800913022,141.831124773,72.5839577908,107.621192427,60.738491161,YMR235C,GTPase activating protein (GAP) for Gsp1p; involved in nuclear transport,GTPase activating protein (GAP) for Gsp1...
FAA4,197.90027428,74.1501083445,185.683827839,67.0120590731,204.315003218,199.251462381,204.880227853,151.023235993,194.677685836,80.452577026,190.686869766,69.3086301607,233.340451892,128.881453428,181.195621831,91.7155959571,273.176777889,132.538496072,207.165161794,114.993643919,186.865611722,150.173760108,188.514834923,161.143780518,203.309100469,182.26200995,320.957513179,152.13246262,31.565206326,15.5958725649,YMR246W,"Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import; important for survival during stationary phase; localized to lipid particles; involved in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon DNA replication stress; FAA4 has a paralog, FAA1, that arose from the whole genome duplication",Long chain fatty acyl-CoA synthetase; ac...
TRM732,14.9502005138,5.20699829455,11.0376188505,3.91437330094,17.3294133835,14.9089276981,18.5458764802,13.2162831869,16.7128191329,7.86094061671,18.9736604726,5.4927593531,13.1433093648,7.79100683112,18.0641163319,7.39353348758,19.9642493627,5.92691621394,15.5683406264,7.96139524159,18.4195137813,11.4599619241,18.7499488445,13.6474514309,19.7995585134,14.4047953417,14.879037561,6.93016051735,8.13251585709,3.49735823593,YMR259C,Interacts with Trm7p for 2'-O-methylation of C32 of substrate tRNAs; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; non-essential gene,Interacts with Trm7p for 2'-O-methylatio...
URA10,3.65029057364,2.16995662322,12.6413776314,4.65705616508,2.36088053297,2.51196829492,3.93290523748,2.97464187897,3.4636541571,1.8663493599,4.22205666709,1.62080722611,6.32243361935,4.23207899374,3.99700976061,2.83345025392,4.02486706264,2.67994615561,4.77913798856,2.57181033192,4.00354790887,4.0120262169,4.13955284292,2.6570368792,5.03506872827,4.04994864571,4.84700438502,2.52215242473,21.8007912312,14.9240253995,YMR271C,"Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines, converting orotate into orotidine-5'-phosphate; URA10 has a paralog, URA5, that arose from the whole genome duplication",Minor orotate phosphoribosyltransferase ...
AEP2,11.7382255935,2.86664093034,16.3629369426,7.51754508755,8.08570017431,8.99870294046,9.67600955892,6.88595204168,7.58493058807,5.1663633222,10.8934616381,6.19973373779,13.6286506891,8.50082641891,10.2069193898,5.89197988014,10.5259242006,6.8574680772,8.45709280232,7.14772783124,8.19544882965,8.33501867065,7.8048685263,7.12706786451,8.72986817958,8.18782892423,10.3621341152,5.80833377269,13.9251645408,14.9486964063,YMR282C,Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader,Mitochondrial protein; likely involved i...
JNM1,7.45444342214,3.29362408393,9.92040712075,6.15536838184,7.52107347547,7.93515512878,8.62476533784,5.4433166346,8.61426672445,3.20202588976,7.76394608103,4.4117801882,10.1692155203,4.49263229083,8.98462158327,5.92271910633,7.73789379419,6.48934090074,8.33110563417,5.04027154799,5.71334811055,6.6101373616,6.38174500898,6.23202278242,6.82638455196,7.283723697,7.15153446144,3.67951171589,11.3005106289,8.45051871056,YMR294W,"Component of the yeast dynactin complex; consisting of Nip100p, Jnm1p, and Arp1p; required for proper nuclear migration and spindle partitioning during mitotic anaphase B",Component of the yeast dynactin complex;...
FKS3,0.574780432362,0.407613015943,2.6647856602,1.92736954177,0.359237174108,0.242736141185,0.4187842231,0.494930288379,0.331952115872,0.51741778432,0.402360347523,0.414468470469,3.66351263884,2.07543961462,0.372698296512,0.632618146192,0.558986042367,0.792379678467,0.389156869383,0.763098866291,0.476634246657,0.661352696808,0.4399519887,0.634334367209,0.643960590207,0.462695791188,0.584209672748,0.842457157566,3.62592884796,5.31447842801,YMR306W,"Protein involved in spore wall assembly; has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",Protein involved in spore wall assembly;...
YMR316C-A,0.512863730138,0.0,0.64107271179,1.55457514512,0.189949214479,0.407695119484,0.306602502587,0.610628468625,0.252751745662,0.0,0.207000875254,0.326012959064,1.20234314556,0.0,0.253371701349,0.450170041965,0.29833016765,0.400437620015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245306932017,0.62479433801,3.16982969739,1.20074135981,YMR316C-A,Protein of unknown function; mRNA identified as translated by ribosome profiling data; overlaps the verified gene DIA1/YMR316W,Protein of unknown function; mRNA identi...
DOM34,37.0938479543,6.2850575233,35.1606387246,13.7991617045,32.3965195347,30.8930426699,45.3960818711,25.7267008251,36.3588355425,16.7129642564,40.5498275849,17.7865833494,33.0445056026,12.7778113643,47.9370663459,25.1234451176,38.7649805817,22.7493026933,40.0723779223,32.8519369722,41.0202176567,37.8544108167,42.5522867689,40.2153654163,44.2307086959,39.6196381514,39.1628639716,18.6619372818,25.581275405,16.1752914715,YNL001W,"Protein that facilitates ribosomal subunit dissociation; Dom34-Hbs1 complex and Rli1p have roles in dissociating inactive ribosomes, thereby facilitating translation restart; required for RNA cleavage in no-go decay, but reports conflict on endonuclease activity; Pelota ortholog; protein abundance increases in response to DNA replication stress; DOM34 has a paralog, YCL001W-B, that arose from the whole genome duplication",Protein that facilitates ribosomal subun...
HEF3,1.05484699583,0.346697271992,1.89009093304,1.00563904125,0.66164128297,0.703290336896,0.862007801533,0.685840532908,0.654010258632,0.31790448427,1.03005220222,0.376365582598,1.34616409599,0.660798299023,0.996029616405,0.694424983394,1.06390152291,0.730623025992,0.773187955283,0.556010816697,0.578810532633,0.671184837038,0.697378962318,0.600847178127,0.799732180645,0.388181633265,0.911430667986,0.341992690279,3.51083468258,2.32028426084,YNL014W,"Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog, YEF3, that arose from the whole genome duplication",Translational elongation factor EF-3; me...
SAM50,30.1981335433,8.85084374614,33.9912598532,14.1087883583,24.6379071005,21.4648172021,27.6619763477,20.5058775841,25.104780131,12.5460151416,26.0970991095,11.1367003634,32.197578617,19.2677151965,27.1401897325,14.7949143005,27.9469443943,14.6747139799,26.1093201222,17.6267923518,25.5082018514,19.8770425865,25.4969826421,20.1568314973,25.4647154073,21.8091293958,25.4163706641,11.458462953,33.9738953866,18.747155363,YNL026W,Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85,Component of the Sorting and Assembly Ma...
BDP1,23.1624197787,5.35709941362,26.4031958574,8.52418585075,17.7575152503,19.212285463,20.6077355196,12.5318892661,19.1672942462,8.44012258986,18.8215735585,8.85552979806,23.4825363222,10.2006626893,20.746483699,10.7050388816,19.5925876263,11.5403227359,21.3494424864,11.6267133535,18.0221406682,15.1373451932,18.0167443717,18.0899379585,19.0322569302,18.5691770141,18.3621683381,8.2542237845,33.6241162162,19.4445879503,YNL039W,"Essential subunit of RNA polymerase III transcription factor (TFIIIB); TFIIIB is involved in transcription of genes encoding tRNAs, 5S rRNA, U6 snRNA, and other small RNAs",Essential subunit of RNA polymerase III ...
COG5,24.9450678172,8.4532177059,35.5539413466,13.7024863818,20.9114584652,18.926974642,24.8788695331,14.7155822327,21.4087455809,10.105252808,24.4257884498,11.8965227745,26.3162284528,14.2570373691,26.0901561493,16.5286007347,27.1450959846,16.0881523503,20.5335448027,17.2910202851,21.1952934329,19.2726174829,20.5185796479,17.2915723889,22.0388397689,19.6729956572,22.5630144801,12.5757083943,38.7443155731,20.1797597352,YNL051W,Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments,Component of the conserved oligomeric Go...
AQR1,6.65703914616,21.0151001789,5.09461757714,6.52303848973,8.63451263698,6.84711803319,17.2265935891,37.4626631347,15.4663982114,34.7779894222,17.250986849,26.2710310324,2.72318778663,5.5932216696,15.3432505771,41.7674323704,15.1259322088,34.0610648442,8.93088010261,24.8830182934,12.7565359518,24.1299439876,22.7095489381,30.7294130717,18.7901190268,23.8978284923,15.7906184053,53.2275123454,2.01525596655,2.56052131032,YNL065W,"Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; confers resistance to short-chain monocarboxylic acids and quinidine; involved in the excretion of excess amino acids; AQR1 has a paralog, QDR1, that arose from the whole genome duplication; relocalizes from plasma membrane to cytoplasm upon DNA replication stress",Plasma membrane transporter of the major...
MKS1,19.4329345583,3.80661011351,25.2632748789,7.38085242814,15.4928308122,16.194718186,16.8207836367,10.5151576155,15.4071454868,6.4449141765,18.5542050344,7.75885723247,20.1294873351,8.32289459124,19.7303625577,10.3774476487,18.8172943611,10.909886594,16.6289195395,9.69984381102,16.2981832929,12.3524606222,15.5247020926,13.0572892643,15.341895408,15.4908433672,15.2762630554,7.06289251663,16.3991288806,9.44997327753,YNL076W,Pleiotropic negative transcriptional regulator; involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation; involved in retrograde (RTG) mitochondria-to-nucleus signaling,Pleiotropic negative transcriptional reg...
TOP2,38.9127533664,8.6061370381,33.6276385626,9.50658176183,37.2242093697,35.7806353846,44.2422007936,29.8976564363,38.9303931434,16.6630504532,40.0696823036,11.968756284,45.8107407805,22.653766178,42.2140381915,12.8600541721,45.0428674182,14.8102206611,39.0621853083,19.0263903253,44.0482400289,25.8094782639,38.9990313486,28.2611210523,42.8398816078,30.4401440929,32.405788402,14.5710057771,17.9552372503,7.90004256612,YNL088W,Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation,Topoisomerase II; relieves torsional str...
MIC27,46.4766979428,18.7891306801,75.0055072794,46.3054725442,35.6645585521,37.7998132705,39.644320905,27.307913989,33.1664572563,39.7611743945,46.5478746691,70.5640827853,51.7168940932,52.601096813,40.2775981084,95.8348572558,47.2336076621,94.7971117449,36.3824937925,34.6625684384,33.0438659982,35.775503193,30.4197182818,30.9527988818,37.3607110236,35.3483540207,35.1573675453,45.9720039757,67.7666904,155.537642541,YNL100W,"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane",Component of the MICOS complex; MICOS (f...
YNL115C,26.2744034055,131.20901861,36.0726683595,158.746038858,26.183768642,24.3153550749,26.7923417646,72.8057020283,24.5752466552,82.3972996003,28.0035030216,63.6678231132,29.734870869,80.0345507858,24.0898017591,83.8701416645,28.5326032138,66.7293357045,24.7942555607,86.7153884832,26.8069762098,57.8495358367,23.7433683471,36.2683817228,23.342498833,32.7136940937,33.2862636983,136.493532304,43.0247355948,137.438703338,YNL115C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL115C is not an essential gene,Putative protein of unknown function; gr...
TEP1,1.25829738246,0.388500874906,3.12932544569,1.77991723038,1.12625196108,1.00026902185,1.36343681688,0.624233559014,1.03353269524,0.870799963467,1.56593584793,1.41309313004,1.8436978772,1.28966090044,1.55410165441,1.1274901051,1.11824938333,1.40546781966,0.849625369802,0.25383630557,0.808589969507,0.582192002594,0.314492654506,0.558407635354,0.612629989771,0.643126358329,0.91949911608,0.553553043899,7.14990715829,5.09410194194,YNL128W,PTEN homolog with no demonstrated inositol lipid phosphatase activity; plays a role in normal sporulation; homolog of human tumor suppressor gene PTEN/MMAC1/TEP1 and fission yeast ptn1,PTEN homolog with no demonstrated inosit...
YSF3,26.8331988581,7.40558187249,27.3120669902,11.7024075606,23.3649234993,24.2909272833,26.7140808825,15.9834554158,27.0418417987,12.6198941317,25.8160270215,14.9963283445,27.7304275378,11.0598910377,26.4588731906,19.1789076605,23.8909169166,21.2930854372,24.7707400468,22.9867278161,22.5051518678,20.2591239757,23.8698704972,26.9830438889,21.2907505051,23.13469455,20.3781052191,10.3405387358,28.3653250843,16.6673749329,YNL138W-A,Component of the SF3b subcomplex of the U2 snRNP; essential protein required for for splicing and for assembly of SF3b,Component of the SF3b subcomplex of the ...
PGA2,162.4895145,581.480731645,153.347816623,398.810767868,158.534480176,166.730743719,203.531874058,653.829715684,208.204861591,776.709985306,164.646173924,469.034907264,161.807014885,555.766518324,166.819536104,623.14156776,156.842036534,502.283545607,144.906747097,159.287240636,164.680217117,145.704231751,151.204932146,143.48194088,155.428655887,149.432611164,151.887219772,503.929867346,100.151349775,221.976897882,YNL149C,Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect,Essential protein required for maturatio...
RPL42A,1055.7411377,344.622269977,908.218859883,417.281764063,924.553025492,1019.10485465,1133.75273449,659.040686561,1140.020265,541.872728761,1121.91774376,698.358029402,908.520539363,461.607116114,1283.19822744,893.098218037,1167.53456742,906.355732241,912.042720162,789.128927891,902.354610392,868.094904518,1006.92476754,1009.22324898,979.677078001,1006.58614392,943.941074402,518.239738408,434.24221684,316.773842869,YNL162W,"Ribosomal 60S subunit protein L42A; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42A has a paralog, RPL42B, that arose from the whole genome duplication",Ribosomal 60S subunit protein L42A; homo...
TDA7,16.486650046,29.3443421253,22.69511877,34.820103799,16.8822210011,14.2055401496,15.5061087087,19.3246997869,12.8078078465,32.9809006997,16.0728434704,44.7429499676,17.5045212544,16.6908463214,14.6878024017,30.9779002092,17.3204001076,36.4752362721,11.7199487153,8.67923744097,13.300682135,9.34388981607,13.4896965,11.2503743827,11.3643194612,10.1145401126,16.8235498988,29.4227129583,33.4084190522,41.9708115105,YNL176C,"Cell cycle-regulated gene of unknown function; promoter bound by Fkh2p; null mutant is sensitive to expression of the top1-T722A allele; TDA7 has a paralog, YDL211C, that arose from the whole genome duplication",Cell cycle-regulated gene of unknown fun...
SRP1,175.542913129,48.6419482765,177.63649975,63.9467768646,191.114705338,187.616931817,194.075598922,125.036679176,188.911647335,81.2582013749,187.152643183,70.5942826766,214.388173473,91.6982559326,199.785150537,104.707606582,188.671732508,102.667756465,203.909176648,127.50409159,206.696814108,176.621852538,200.870103787,181.748985979,209.41093413,189.719232105,172.139849195,82.042181623,140.575824549,73.0376874047,YNL189W,"Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; may also play a role in regulation of protein degradation",Karyopherin alpha homolog; forms a dimer...
SPS19,11.332245363,3.33063109611,21.0434245823,8.07553356285,10.8358362924,10.8707593453,5.34972824229,3.5862504896,4.67190560726,2.88435810167,9.43365786552,4.61306672045,14.9439340094,6.66552441514,5.53121552731,3.58664589104,6.13237619387,3.27548974574,7.48539684955,7.95282887254,7.41397760901,4.39412395184,5.50124785704,4.85596395163,6.68448779442,5.41329769476,7.47897988442,2.68808350531,30.5993168402,18.176697602,YNL202W,"Peroxisomal 2,4-dienoyl-CoA reductase; auxiliary enzyme of fatty acid beta-oxidation; homodimeric enzyme required for growth and sporulation on petroselineate medium; expression induced during late sporulation and in the presence of oleate","Peroxisomal 2,4-dienoyl-CoA reductase; a..."
RAP1,51.6006966026,9.59929299072,48.3936347238,17.5826936584,52.5963891532,55.2051179703,52.9900356304,29.3016433939,50.9574459486,17.5510747818,54.8559980448,20.6970690477,49.00861017,19.7806620355,51.155577713,27.9398652988,54.9620888733,32.8601897153,57.6434160278,31.1947721763,54.8266388072,43.5750153848,57.4880622802,48.5503993296,59.1019127815,55.7174020056,51.3543071566,24.9741997344,39.848984878,19.2029739601,YNL216W,"Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation and repression, chromatin silencing, and telomere length maintenance; relocalizes to the cytosol in response to hypoxia; conserved protein with an N-terminal BRCT domain, a central region with homology to the Myb DNA binding domain, and a C-terminal Rap1-specific protein-interaction domain (RCT domain)",Essential DNA-binding transcription regu...
ELA1,9.79607527786,3.67194576924,25.3857705841,11.2021080728,8.73673045466,7.83936610585,9.15174570684,5.21595451473,6.15174150499,3.92816098385,9.4549048427,6.31039334523,13.4222262453,6.99865766026,11.3139491408,6.66461815199,10.129298739,8.7230465333,4.67448249207,3.94968044113,4.45840545407,3.13068422861,4.84763425026,4.35266223151,3.73260249911,4.31627855732,9.79419568864,5.50801495032,43.2686652772,32.6575097848,YNL230C,Elongin A; F-box protein that forms a heterodimer with Elc1p and is required for ubiquitin-dependent degradation of the RNA Polymerase II subunit Rpo21p; subunit of the Elongin-Cullin-Socs (ECS) ligase complex,Elongin A; F-box protein that forms a he...
SLA2,80.333155999,31.1657680849,87.6428890329,35.1937711286,86.0045807552,96.6805212354,87.1081747162,61.5456707147,92.2146726185,49.0128160714,87.5936221056,54.0578878763,91.2388729425,58.3173625534,83.3405990759,73.9434449214,89.8306379112,77.0779498294,102.839874778,46.0647819142,91.2867881879,70.4559057157,87.4739003366,73.2152063026,90.2598543403,84.5643040442,86.2409262261,48.0622476143,58.0645773206,33.5738882498,YNL243W,Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo,Adaptor protein that links actin to clat...
GIS2,388.789518754,118.904280273,191.737051266,71.9675857994,450.968184243,482.102784426,339.625249427,208.611432104,334.829117946,138.271266631,265.842832162,132.368310309,251.058997521,113.658200403,259.375925883,173.810653203,265.254221333,184.928586506,173.225933417,149.916545322,240.994648414,221.095239037,260.783070093,253.942028165,227.45905383,232.408692688,487.450067603,231.200923197,214.481676385,128.463099265,YNL255C,"Translational activator for mRNAs with internal ribosome entry sites; associates with polysomes and binds to a specific subset of mRNAs; localizes to RNA processing bodies (P bodies) and to stress granules; may have a role in translation regulation under stress conditions; ortholog of human ZNF9/CNBP, a gene involved in myotonic dystrophy type 2",Translational activator for mRNAs with i...
LYP1,144.141048602,790.81804855,158.710042006,678.916311746,131.359924444,117.743007418,145.139696459,375.865673054,131.907394419,292.356673057,131.856847556,227.186316491,146.860221677,281.220583656,130.996996965,442.292746245,133.299206531,348.272655614,142.459731371,375.183556668,148.454934188,255.739447345,141.794522272,199.765263052,141.34792285,178.255041291,141.240468592,490.840445376,131.289829653,355.626216695,YNL268W,"Lysine permease; one of three amino acid permeases (Alp1p, Can1p, Lyp1p) responsible for uptake of cationic amino acids",Lysine permease; one of three amino acid...
ERG24,85.766649522,417.277865068,77.1722201956,308.585166099,78.4838774668,71.7101763582,87.7584793459,256.613498488,80.1399292584,294.648167733,72.440495871,178.006518982,68.8925527479,212.980951287,73.5927284217,252.568252549,73.2385412792,192.747950795,63.5077894388,230.498042248,76.9073431549,154.460519377,73.4332895839,112.805585344,70.8045592961,97.3835952546,73.8066608889,323.485259179,66.2895732518,221.113635402,YNL280C,"C-14 sterol reductase; acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol), and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions",C-14 sterol reductase; acts in ergostero...
MSB3,11.490124861,2.95235701017,19.6038490512,7.07088203357,9.73931413342,10.1760701823,10.2229401176,7.45012975531,9.27300476809,4.44281092204,8.61123641058,5.06864523845,17.0390855606,8.18657439662,9.50528516618,8.15643031215,10.9825758296,8.56994401428,9.5898270289,5.78697844399,8.88483930661,7.27866261749,8.66032779071,6.67871112058,8.64220284278,8.43776823081,9.9219856339,5.90287624209,21.9245281045,15.0604793399,YNL293W,"Rab GTPase-activating protein; regulates endocytosis via inactivation of Vps21p at endosomes and vacuole fusion via inactivation of Ypt7p at vacuoles; also acts on Ypt52p and Sec4p; required for proper actin organization; also localizes to plasma membrane and sites of polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; similar to the TBC-domain Tre2 oncogene; MSB3 has a paralog, MSB4, that arose from the whole genome duplication",Rab GTPase-activating protein; regulates...
