alias,EC446_auxin0_tev.EAC22,EC446_auxin0_total.EAC22,EC446_auxin15_tev.EAC22,EC446_auxin15_total.EAC22,EC446_auxin30_tev.EAC22,EC446_auxin30_total.EAC22,EC446_auxin60_tev.EAC22,EC446_auxin60_total.EAC22,EC450_auxin0_tev.EAC22,EC450_auxin0_total.EAC22,EC450_auxin30_tev.EAC22,EC450_auxin30_total.EAC22,auxin0,auxin30,description,short_description
MGR2,1.96797345653,2.45550954576,2.18845228563,2.34097048172,2.34926898417,2.40733798429,2.38773862874,2.49219754172,2.07699639984,2.28124898211,1.69208935962,2.38370951642,2.54247988924,2.49358988274,Subunit of the TIM23 translocase complex; acts to couple Tim21p with the core Tim23 translocase; absolutely required for mitochondrial import of presequence-containing proteins at elevated temperature; required for viability of cells lacking the mitochondrial genome (petite-negative phenotype),Subunit of the TIM23 translocase complex; acts to couple Tim21p with the co...
YPL107W,1.21162687121,1.02600021972,0.937255678638,1.14092639718,0.946443267742,1.18010116193,1.32288323719,1.48394746629,-1.5,1.01045681906,1.65174611794,1.3891237653,1.62089602036,1.40719481333,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YPL107W is not an essential gene,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
HOS3,1.23996702866,1.31758181194,0.939493033521,1.44547296657,1.08199339484,1.21482811804,0.939042946848,1.26875352191,0.906630823514,0.959615730456,1.31690837297,1.03725268103,1.16392044447,1.12708095704,"Trichostatin A-insensitive homodimeric histone deacetylase (HDAC); specificity in vitro for histones H3, H4, H2A, and H2B; similar to Hda1p, Rpd3p, Hos1p, and Hos2p; deletion results in increased histone acetylation at rDNA repeats",Trichostatin A-insensitive homodimeric histone deacetylase (HDAC); specific...
RNY1,2.00201257801,1.22229486486,2.47543428903,1.63825103799,2.50191775209,1.42057116662,2.83522820439,1.71204030864,1.61752385042,1.24454002509,1.73092736398,1.62320697133,1.50381023145,1.68333936437,Vacuolar RNase of the T(2) family; relocalizes to the cytosol where it cleaves tRNAs upon oxidative or stationary phase stress; promotes apoptosis under stress conditions and this function is independent of its catalytic activity,Vacuolar RNase of the T(2) family; relocalizes to the cytosol where it clea...
RPL5,3.08465962152,3.66929999551,3.27940176925,3.65897432674,3.22782223649,3.61099891577,2.86245774345,3.27998946504,3.3489891596,3.60838826733,3.21886361879,3.54697822739,3.73208418924,3.5356244712,Ribosomal 60S subunit protein L5; homologous to mammalian ribosomal protein L5 and bacterial L18; binds 5S rRNA and is required for 60S subunit assembly,Ribosomal 60S subunit protein L5; homologous to mammalian ribosomal protein...
MKK2,-1.5,1.19342263842,0.781371706969,1.15573865268,0.561023717791,1.02336978612,1.04033664722,1.01849594626,0.6477730761,1.24482602739,0.342047281924,0.954486192676,1.03768826233,0.894845689743,"MAPKK involved in the protein kinase C signaling pathway; involved in control of cell integrity; upon activation by Bck1p phosphorylates downstream target, Slt2p; functionally redundant with Mkk1p; MKK2 has a paralog, MKK1, that arose from the whole genome duplication",MAPKK involved in the protein kinase C signaling pathway; involved in contr...
ATG5,0.915882472011,0.350044578806,1.09380895043,0.81175824249,1.71265371261,1.17726886817,2.29165199982,1.75084893924,0.582546266865,1.11265242853,1.42294850836,-1.5,1.47665798541,1.4545417548,Conserved protein involved in autophagy and the Cvt pathway; undergoes conjugation with Atg12p to form a complex involved in Atg8p lipidation; Atg5p-Atg12p cojugate also forms a complex with Atg16p; the Atg5-Atg12/Atg16 complex binds to membranes and is essential for autophagosome formation,Conserved protein involved in autophagy and the Cvt pathway; undergoes conj...
PRM4,1.70906271276,0.36507356917,1.3732390411,0.905968478902,1.78630179011,1.27420196291,1.93402288637,1.37467130359,0.597575257229,0.951590159835,1.19493945004,-1.5,1.87703785714,1.80019261362,Pheromone-regulated protein proposed to be involved in mating; predicted to have 1 transmembrane segment; transcriptionally regulated by Ste12p during mating and by Cat8p during the diauxic shift,Pheromone-regulated protein proposed to be involved in mating; predicted to...
MLH3,0.0528025059025,0.566145858745,0.176371322,-0.0970792141797,0.431071578917,0.529432285075,0.413059867535,0.607928276539,0.798647546803,0.550602458081,1.03698979698,-1.5,0.775110558185,0.406937362093,Protein involved in DNA mismatch repair and meiotic recombination; involved in crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability,Protein involved in DNA mismatch repair and meiotic recombination; involved...
COX10,1.19670908159,0.755809924989,0.828433386143,1.01340360602,0.950410822276,1.02012634698,1.00848927996,1.07471018104,2.09382179782,1.04129651999,1.68258581887,1.21584348358,1.06950997495,1.24696609924,Heme A:farnesyltransferase; catalyzes the first step in the conversion of protoheme to the heme A prosthetic group required for cytochrome c oxidase activity; human ortholog is associated with mitochondrial disorders,Heme A:farnesyltransferase; catalyzes the first step in the conversion of p...
TCO89,0.606621759718,1.3782431278,0.605251839205,1.14098678715,0.853321517225,1.28361137267,0.828576423185,1.25240859409,0.75040680929,0.678452979624,0.842621023785,1.23321118492,1.37121887412,1.30433896226,Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin,Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K5...
GUP2,0.423521250735,0.0337746165849,0.744370624957,-1.5,-0.1426923484,-0.562246967991,-1.5,-0.769541005636,-1.5,-1.5,0.960550510466,-1.5,0.431795552246,0.325358435931,"Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; GUP2 has a paralog, GUP1, that arose from the whole genome duplication",Probable membrane protein; possible role in proton symport of glycerol; mem...
OXR1,-1.5,1.28531924917,1.34270274377,1.50670075754,1.47527524141,1.57153751261,1.60935451268,1.70276528092,1.21679094156,0.968745852841,1.68921639777,1.22247406247,1.5872277744,1.68099166615,Protein of unknown function required for oxidative damage resistance; required for normal levels of resistance to oxidative damage; null mutants are sensitive to hydrogen peroxide; member of a conserved family of proteins found in eukaryotes,Protein of unknown function required for oxidative damage resistance; requi...
PGC1,1.17875476568,1.90295148384,1.48559342546,1.86702222566,1.62678160566,1.84619906073,1.65898744439,2.13078527756,1.84541856054,1.59737347181,1.4939352758,1.75419166844,2.12291156758,2.10975017962,Phosphatidyl Glycerol phospholipase C; regulates the phosphatidylglycerol (PG) content via a phospholipase C-type degradation mechanism; contains glycerophosphodiester phosphodiesterase motifs,Phosphatidyl Glycerol phospholipase C; regulates the phosphatidylglycerol (...
THI6,0.776774779209,0.931096189409,0.883744333486,0.994869844421,0.715711158393,0.995126543138,0.572760710403,1.07507421667,0.318499837453,-1.5,0.915864030268,0.926242949693,1.21735799102,1.17921431497,Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern,Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; require...
FMP40,0.370550105133,1.02219615614,0.471842526517,1.07598559025,0.73883495724,1.0522348393,0.730807466766,1.2149143467,2.03284909458,0.266290065983,1.83185865093,0.82104827128,0.791828161751,0.941394071287,"Putative protein of unknown function; proposed to be involved in responding to environmental stresses; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",Putative protein of unknown function; proposed to be involved in responding...
USV1,-1.5,0.703336406542,0.251413963046,0.864020074561,0.730989424212,0.727103580253,0.536886453774,1.04614882,0.759746835544,-1.5,-1.5,-1.5,0.825150930263,0.717371326073,"Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources, response to salt stress and cell wall biosynthesis; USV1 has a paralog, RGM1, that arose from the whole genome duplication",Putative transcription factor containing a C2H2 zinc finger; mutation affec...
YAR1,1.56032106148,2.10842652058,1.44145459718,1.82417361725,1.64624631802,1.91034494468,1.71027306353,2.04446006468,1.6529535886,2.2500065399,2.17653156726,2.13575796424,2.13209195918,2.04363170722,"Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone; prevents aggregation of Rps3p in the cytoplasm, associates with free Rps3p in the cytoplasm and delivers it to the 90S in the nucleus; required for 40S ribosomal subunit export, biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock","Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone; prevents ..."
YPL247C,0.489636854501,1.48010146206,1.14786624642,1.46469387103,1.2736712737,1.50603469753,1.26334639098,1.75294063126,1.2354818954,0.987436806679,0.804817364615,1.16198377027,1.53930384117,1.60895798391,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
BBP1,-1.5,0.931901184045,1.00750949875,0.8085881957,1.14988589989,0.750852947439,1.02072373638,0.605706816545,-1.5,0.995539029429,1.36382705625,0.596054725287,0.991567801018,0.860307100978,Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p,Protein required for the spindle pole body (SPB) duplication; localizes at ...
YPL264C,1.40072652747,0.872677195158,1.21529641824,0.93645085017,1.26441195424,0.771505632262,0.956952119744,0.789520876344,1.20208889622,0.857133794494,1.19739309771,0.633740749409,0.95670315799,1.06280337375,Putative membrane protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene,Putative membrane protein of unknown function; physically interacts with Hs...
PBI1,-1.5,-1.5,-0.0807531879658,-1.5,0.183706906241,0.110939772875,-1.5,0.000555748238247,-1.5,-1.5,0.633737251333,-1.5,0.418601416085,0.162401979437,Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene,Putative protein of unknown function; gene expression induced in response t...
PAU22,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau21p; encodes 2 proteins that are translated from 2 different start codons,Protein of unknown function; member of the seripauperin multigene family en...
YPR003C,1.83591717582,1.2197741643,1.25367656305,0.907884205352,1.09088945929,1.0216925884,1.25708689719,1.17909762629,0.872492255743,1.26789984351,1.31495448857,0.906204100254,1.19849768907,1.19481582181,Putative sulfate permease; physically interacts with Hsp82p; green fluorescent protein (GFP)-fusion protein localizes to the ER; YPR003C is not an essential gene,Putative sulfate permease; physically interacts with Hsp82p; green fluoresc...
YPR010C-A,1.95286603826,1.73921066317,1.97952484135,2.0138376835,1.91169724617,2.13955479394,1.94842432436,2.22220177979,1.19356110084,2.02469725817,1.489895298,1.92624294969,2.22205311223,2.13724981343,Putative protein of unknown function; conserved among Saccharomyces sensu stricto species,Putative protein of unknown function; conserved among Saccharomyces sensu s...
ATP20,1.14744070301,2.13790531058,2.33640248067,2.22800790431,2.49504095626,2.03090420402,2.46194057409,2.04428355808,1.89328574391,2.24730064652,1.68446996275,2.12081761444,2.6092132139,2.56669373779,"Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated on two residues; unphosphorylated form is required for dimerization of the ATP synthase complex, which in turn determines oligomerization of the complex and the shape of inner membrane cristae",Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated...
YOP1,3.63771139991,2.88945526504,3.4449076928,2.96335279297,3.3399287758,3.0037267149,3.21818297975,3.09001456647,2.77334469746,2.91306398834,3.08977837007,2.89003077704,3.12233212189,3.3096750516,Membrane protein that interacts with Yip1p to mediate membrane traffic; interacts with Sey1p to maintain ER morphology; overexpression leads to cell death and accumulation of internal cell membranes; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; forms ER foci upon DNA replication stress,Membrane protein that interacts with Yip1p to mediate membrane traffic; int...
VMA13,1.89977850903,2.46529987353,2.1618179964,2.53969745274,2.11722525506,2.48470224184,2.03084516691,2.48208652567,2.35823743493,2.48514844796,2.06573990649,2.47981116347,2.61850168726,2.58207089952,Subunit H of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; serves as an activator or a structural stabilizer of the V-ATPase; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits,Subunit H of the V1 peripheral membrane domain of V-ATPase; part of the ele...
MCM16,-1.5,1.33886458473,0.963330487101,1.25287591941,1.02769904585,1.28691104451,1.52459715008,1.58347251483,1.09424501807,-1.5,-1.5,1.70198813031,1.57954369735,1.41656858413,Component of the Ctf19 complex and the COMA subcomplex; involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-H and fission yeast fta3,Component of the Ctf19 complex and the COMA subcomplex; involved in kinetoc...
TFB4,-1.5,1.56822880989,1.10921568674,1.39464154911,1.16222626663,1.49279417382,1.12842028806,1.49475975848,0.999098151718,1.42005984395,-1.5,1.4307500049,1.70502048958,1.49751297684,"Subunit of TFIIH complex; involved in transcription initiation, similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p","Subunit of TFIIH complex; involved in transcription initiation, similar to ..."
UBA3,-1.5,1.04169072523,0.798044224162,1.03488330596,0.898647515731,0.989737185003,1.16527538383,1.34558507266,0.575222408952,1.23026730722,1.64970785649,1.3079042578,1.14376119076,1.15718328552,Protein that activates Rub1p (NEDD8) before neddylation; acts together with Ula1p; may play a role in protein degradation; GFP-fusion protein localizes to the cytoplasm in a punctate pattern,Protein that activates Rub1p (NEDD8) before neddylation; acts together with...
TKL1,2.27325672195,2.9771090722,2.48875949364,2.92166716341,2.34242505402,2.7144524977,2.04764085335,2.49685603524,2.84677361462,2.93412742319,2.51254196247,2.77714133612,2.51329049313,2.55545782753,"Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog, TKL2, that arose from the whole genome duplication",Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-ph...
YPR084W,0.549173700703,1.20081975171,0.53308052337,1.00135197195,0.852191821299,1.02580347987,0.797457302893,1.06368162043,1.47111000066,1.29001170157,1.5011763084,-1.5,1.11232891585,1.15715947486,Putative protein of unknown function,Putative protein of unknown function
SYT1,0.721708064513,0.729901439035,0.694235341437,0.793675094047,0.680539272415,0.832849858795,0.479905434818,0.783918313247,0.740554377478,0.617448025364,1.21297983368,0.394054980277,0.88869952901,0.881823264952,"Guanine nucleotide exchange factor (GEF) for Arf proteins; promotes activation of Arl1p, which recruits Imh1p to the Golgi; involved in vesicular transport; member of the Sec7-domain family; contains a PH domain",Guanine nucleotide exchange factor (GEF) for Arf proteins; promotes activat...
FHL1,0.634802703302,1.10238856558,0.745143253664,0.932079014561,0.687682434793,1.07391612121,0.616425211458,0.968079724322,1.1210104337,0.831572659816,0.853073200409,1.38633086511,1.13853971573,1.05074470947,Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants,Regulator of ribosomal protein (RP) transcription; has forkhead associated ...
DBF20,0.757889435048,1.32238531034,0.621820940638,1.1622949245,0.915951705513,0.982974581637,1.09794341059,1.19321610873,1.25385700273,0.954659391563,0.896978686107,0.731266346477,1.48510482183,1.43787787063,"Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog, DBF2, that arose from the whole genome duplication",Ser/Thr kinase involved in late nuclear division; one of the mitotic exit n...
CLB2,1.47129956068,1.71837502412,1.52852435544,1.51330336684,1.55506950519,1.53775487477,1.3478050887,1.47933083234,1.59026102653,1.77452484811,1.63386990759,1.49043396267,1.89367293814,1.61617479457,"B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M, then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome; CLB2 has a paralog, CLB1, that arose from the whole genome duplication",B-type cyclin involved in cell cycle progression; activates Cdc28p to promo...
SCD6,1.72601095676,2.29259982156,1.71702163938,2.17818922801,1.79980323442,2.13362716841,1.92119390035,2.1907525489,2.02658211019,2.07956701714,2.03485128885,2.24075001916,2.21911282767,2.1710160938,Repressor of translation initiation; binds eIF4G through its RGG domain and inhibits recruitment of the preinitiation complex; also contains an Lsm domain; may have a role in RNA processing; overproduction suppresses null mutation in clathrin heavy chain gene CHC1; forms cytoplasmic foci upon DNA replication stress,Repressor of translation initiation; binds eIF4G through its RGG domain and...
MEP3,1.86125236507,0.907234300478,1.52463834836,0.821245635156,1.41501408301,0.939601645951,1.69803236729,1.40494867392,0.361584738152,0.715599640759,1.87540287952,1.33730463569,0.995625068712,0.974954078972,"Ammonium permease of high capacity and low affinity; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation ammonia permease; MEP3 has a paralog, MEP1, that arose from the whole genome duplication",Ammonium permease of high capacity and low affinity; belongs to a ubiquitou...
YPR147C,2.01529957112,1.37691101077,1.6447137932,1.75147449873,1.58393299725,1.61165301378,1.63519424326,1.9069510494,1.84677361462,1.82512490327,1.16538420648,1.77782311724,1.94713513581,1.92449785596,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
TPO3,1.97065065944,1.64785081492,1.74474285081,1.50750448728,1.44142062656,1.43290131373,1.19561083305,1.4002628496,1.40323124826,1.15518615954,1.72952866879,1.23282311012,1.20920687811,1.1560821902,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog, TPO2, that arose from the whole genome duplication",Polyamine transporter of the major facilitator superfamily; member of the 1...
TIF3,2.16524914973,2.59886116844,2.19601155325,2.58756235433,2.08378576277,2.49484002445,1.75967300332,2.27704811913,2.42424433271,2.6575166133,2.14707399899,2.49141897217,2.67281329516,2.50458268571,Translation initiation factor eIF-4B; contains an RNA recognition motif and binds to single-stranded RNA; has RNA annealing activity; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel,Translation initiation factor eIF-4B; contains an RNA recognition motif and...
BSP1,0.146686064282,1.38018872053,1.06264656987,1.28311108304,0.938407312146,1.31013695821,1.16452074509,1.33020076497,1.06862236424,1.34345602079,1.489895298,0.898214226092,1.34281273573,1.19465128516,Adapter that links synaptojanins to the cortical actin cytoskeleton; the synaptojanins are Inp52p and Inp53p,Adapter that links synaptojanins to the cortical actin cytoskeleton; the sy...
AOS1,1.21187711293,1.5085113558,1.07013148563,1.55932003365,1.46332330546,1.70939045762,1.35774160732,1.80312641565,1.28871537287,1.64273027547,1.61981167628,1.72036722605,1.8092464286,1.85782092875,"Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Uba2p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability; relocalizes to the cytosol in response to hypoxia",Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Uba2p; acti...
MLC2,1.54001898331,1.92842359955,1.60736487517,1.80828065799,1.5632762482,1.74657922251,1.85263471051,1.96724153838,1.4407659842,2.00563425212,0.834010194359,1.92357035983,2.00677242949,1.92919658841,"Regulatory light chain for the type II myosin Myo1p; binds to an IQ motif of Myo1p, localization to the bud neck depends on Myo1p; involved in the disassembly of the Myo1p ring",Regulatory light chain for the type II myosin Myo1p; binds to an IQ motif o...
SGE1,2.24419072542,1.4985654276,2.11739106262,1.42611933559,1.91316306964,1.34790850162,2.03275263854,1.77303684644,1.27033627713,1.41047135979,1.81654794749,1.67716454659,1.49667676173,1.52388135754,Plasma membrane multidrug transporter; member of the major facilitator superfamily; acts as an extrusion permease; partial multicopy suppressor of gal11 mutations,Plasma membrane multidrug transporter; member of the major facilitator supe...
AI3,-1.5,1.47909741346,-1.5,0.963087471853,0.0238768475212,0.449420267943,-0.392074872533,0.915542130164,0.909966755284,1.76458400846,1.77057238287,2.02586535598,-0.154962918492,0.0148063771326,Endonuclease I-SceIII; encoded by a mobile group I intron within the mitochondrial COX1 gene,Endonuclease I-SceIII; encoded by a mobile group I intron within the mitoch...
BI3,0.494648000274,1.80387137046,-0.983843174957,1.23871288774,-1.5,0.712999764203,0.415572668077,1.15891824033,0.638433049846,1.83754599247,-1.5,1.9304229096,0.272473380405,-0.0806360692496,Mitochondrial mRNA maturase; forms a complex with Mrs1p to mediate splicing of the bI3 intron of the COB gene; encoded by both exon and intron sequences of partially processed COB mRNA,Mitochondrial mRNA maturase; forms a complex with Mrs1p to mediate splicing...
COX3,0.778386263366,2.552992485,0.254137597573,1.92953453895,0.291353910278,1.73956131534,0.273342198897,2.00692793386,1.098262572,2.57175331551,0.917475514424,2.47603904439,1.35555219295,1.36447019608,Subunit III of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits,Subunit III of cytochrome c oxidase (Complex IV); Complex IV is the termina...
TFC3,0.319771813197,0.930025179046,0.751549209584,1.16503759032,0.77612404196,1.01221837722,0.541726476663,1.05782826742,0.588495599378,0.884518555005,1.21218873091,0.895208715953,1.183957024,1.17045647595,Subunit of RNA polymerase III transcription initiation factor complex; part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC),Subunit of RNA polymerase III transcription initiation factor complex; part...
SWC3,0.412258526023,0.800663142257,0.234797346456,0.563406801606,0.527286164263,0.994692031364,0.986395707602,1.08842798938,-1.5,0.785119741594,1.32949902747,1.42702812261,1.10916199853,1.03425501462,"Protein of unknown function; component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae","Protein of unknown function; component of the SWR1 complex, which exchanges..."
FUN30,0.932827188826,1.40838198078,0.828473107594,1.23096434176,0.79797735385,1.12073075503,0.785294475973,1.12596653786,1.80361096633,1.48177966345,1.98396126953,1.03114283686,1.47157741737,1.36293815119,"Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate",Snf2p family member with ATP-dependent chromatin remodeling activity; has a...
SAW1,0.967589295085,1.17990265226,1.02901020443,1.24367630727,0.92425444123,0.91967316961,1.15175539766,1.28863185969,-1.5,1.1643592516,1.23161728275,0.764874947458,1.29359928576,1.29539521255,5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus,5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand...
MTW1,0.747240700611,1.0564640708,0.902217980959,0.933151082452,1.08411708847,0.991921403263,0.765075381422,1.05932842256,0.891025750184,1.12010191618,0.88632995167,0.72061761204,1.24934195034,1.0170546711,Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND),Essential component of the MIND kinetochore complex; joins kinetochore subu...
CDC24,1.05483192306,1.4432365393,1.0769430984,1.49786681487,1.26191707152,1.48403705231,1.41178664915,1.67579517371,1.4811635626,1.40286955491,1.4571626089,1.63026882582,1.82682775953,1.80775751196,"Guanine nucleotide exchange factor for Cdc42p; also known as a GEF or GDP-release factor; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress",Guanine nucleotide exchange factor for Cdc42p; also known as a GEF or GDP-r...
AIM2,0.817203436264,1.97152484646,1.462563902,1.8848056604,1.66260954309,1.89962107928,1.68629646579,2.01859286072,1.56304847716,1.4910946475,1.13238394638,2.06933394865,1.79092846881,1.85470322346,Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor,Cytoplasmic protein involved in mitochondrial function or organization; nul...
BDH1,1.50113644385,1.82739315333,1.55582397054,1.97450401416,1.57040659153,1.70663288709,1.41476187291,1.77936589854,1.88380358234,1.72593512396,1.61026247153,1.29842209622,1.27313228032,1.12997235698,"NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source","NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-..."
YAL065C,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,Putative protein of unknown function; has homology to FLO1; possible pseudogene,Putative protein of unknown function; has homology to FLO1; possible pseudo...
KIN3,0.745740545469,1.41035157364,0.960389830912,1.32285755332,1.02046902658,1.19666492441,0.929906648047,1.01005548562,-1.5,1.50678193242,0.884829796528,1.38812423786,1.61464639495,1.37002883085,Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol,Nonessential serine/threonine protein kinase; possible role in DNA damage r...
MST28,1.31604394068,0.449176051808,1.21168985944,0.609859719827,1.23649691417,0.807396976671,0.555727371105,0.968079724322,0.98270773553,0.734662646808,0.676981941353,1.11332959305,1.40913975559,1.27436248182,"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication","Putative integral membrane protein, involved in vesicle formation; forms co..."
PHO11,-1.5,-1.5,0.0145729970106,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,0.918707034262,0.537568861006,"One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication",One of three repressible acid phosphatases; glycoprotein that is transporte...
HTA2,2.6126094192,3.13715067184,2.79120265098,3.13034325257,2.72655537697,2.95792083768,2.13478307066,2.64113655473,2.94315689078,3.16799600383,2.55909232314,3.04321275663,3.29610988016,3.18206215785,Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p,Histone H2A; core histone protein required for chromatin assembly and chrom...
YBL010C,0.459950516362,0.848355132595,0.990059512892,1.31006879628,0.972918163274,0.992696237513,1.10103448757,1.32379311133,0.603735565935,1.43487172326,0.599039767421,1.21147867817,1.59571074349,1.38297700063,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein colocalizes with clathrin-coated vesicles,Putative protein of unknown function; green fluorescent protein (GFP)-fusio...
